match_id,inning,over,team1,team2,batting_team,winner,total_runs,player_dismissed,innings_wickets,innings_score,aim,remaining_runs,run_rate,required_run_rate,rr_diff,is_batting_team,target
3,1,7,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,12,0,1,64,-1.0,-1.0,9.142857142857142,-1.0,-1.0,1,0
3,1,8,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,8,0,1,72,-1.0,-1.0,9.0,-1.0,-1.0,1,0
3,1,9,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,4,1,2,76,-1.0,-1.0,8.444444444444445,-1.0,-1.0,1,0
3,1,10,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,15,0,2,91,-1.0,-1.0,9.1,-1.0,-1.0,1,0
3,1,11,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,4,1,3,95,-1.0,-1.0,8.636363636363637,-1.0,-1.0,1,0
3,1,12,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,7,0,3,102,-1.0,-1.0,8.5,-1.0,-1.0,1,0
3,1,13,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,7,0,3,109,-1.0,-1.0,8.384615384615385,-1.0,-1.0,1,0
3,1,14,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,7,0,3,116,-1.0,-1.0,8.285714285714286,-1.0,-1.0,1,0
3,1,15,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,9,0,3,125,-1.0,-1.0,8.333333333333334,-1.0,-1.0,1,0
3,1,16,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,5,0,3,130,-1.0,-1.0,8.125,-1.0,-1.0,1,0
3,1,17,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,11,0,3,141,-1.0,-1.0,8.294117647058824,-1.0,-1.0,1,0
3,1,18,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,12,0,3,153,-1.0,-1.0,8.5,-1.0,-1.0,1,0
