id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue
531,2015,26,2015-04-18,7,1,7,2,normal,0,7,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
532,2015,2,2015-04-18,8,6,6,1,normal,0,6,0,4,AD Russell,Maharashtra Cricket Association Stadium
533,2015,21,2015-04-19,9,10,9,2,normal,0,10,0,8,AM Rahane,"Sardar Patel Stadium, Motera"
534,2015,5,2015-04-19,2,5,5,1,normal,0,2,18,0,Harbhajan Singh,M Chinnaswamy Stadium
535,2015,8,2015-04-20,7,6,6,1,normal,0,6,0,6,UT Yadav,Feroz Shah Kotla
536,2015,21,2015-04-21,10,8,8,1,tie,0,8,0,0,SE Marsh,"Sardar Patel Stadium, Motera"
537,2015,26,2015-04-22,1,6,6,1,normal,1,1,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
538,2015,5,2015-04-22,9,5,5,1,normal,0,9,27,0,SK Raina,M Chinnaswamy Stadium
539,2015,8,2015-04-23,7,2,2,1,normal,0,7,37,0,SS Iyer,Feroz Shah Kotla
540,2015,21,2015-04-24,10,5,5,1,normal,0,5,0,9,MA Starc,"Sardar Patel Stadium, Motera"
541,2015,6,2015-04-25,2,1,2,2,normal,0,2,20,0,SL Malinga,Wankhede Stadium
542,2015,12,2015-04-25,9,8,9,2,normal,0,9,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk"
543,2015,8,2015-04-26,7,5,5,1,normal,0,5,0,10,VR Aaron,Feroz Shah Kotla
544,2015,9,2015-04-27,1,8,8,1,normal,0,1,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali"
545,2015,7,2015-05-07,6,7,6,2,normal,0,6,13,0,PP Chawla,Eden Gardens
546,2015,5,2015-04-29,5,10,10,1,no result,0,6,0,0,,M Chinnaswamy Stadium
547,2015,12,2015-04-28,9,6,6,1,normal,0,9,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk"
548,2015,8,2015-05-01,8,7,7,1,normal,0,7,0,9,NM Coulter-Nile,Feroz Shah Kotla
549,2015,6,2015-05-01,2,10,10,1,normal,0,2,8,0,AT Rayudu,Wankhede Stadium
550,2015,5,2015-05-02,6,5,5,1,normal,0,5,0,7,Mandeep Singh,M Chinnaswamy Stadium
551,2015,1,2015-05-02,1,9,9,1,normal,0,1,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
552,2015,9,2015-05-03,2,8,2,2,normal,0,2,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
553,2015,6,2015-05-03,10,7,7,1,normal,0,10,14,0,AM Rahane,Brabourne Stadium
554,2015,12,2015-05-04,9,5,9,2,normal,0,9,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
555,2015,7,2015-05-04,6,1,1,1,normal,0,6,35,0,UT Yadav,Eden Gardens
556,2015,6,2015-05-05,7,2,7,2,normal,0,2,0,5,Harbhajan Singh,Wankhede Stadium
557,2015,5,2015-05-06,5,8,8,1,normal,0,5,138,0,CH Gayle,M Chinnaswamy Stadium
558,2015,6,2015-05-07,1,10,10,1,normal,0,1,7,0,EJG Morgan,Brabourne Stadium
559,2015,12,2015-05-08,9,2,9,2,normal,0,2,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk"
560,2015,7,2015-05-09,8,6,8,2,normal,0,6,0,1,AD Russell,Eden Gardens
561,2015,27,2015-05-09,1,7,1,2,normal,0,1,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium
562,2015,6,2015-05-10,5,2,5,2,normal,0,5,39,0,AB de Villiers,Wankhede Stadium
563,2015,12,2015-05-10,9,10,9,2,normal,0,9,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
564,2015,1,2015-05-11,1,8,1,2,normal,0,1,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
565,2015,27,2015-05-12,9,7,9,2,normal,0,7,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium
566,2015,9,2015-05-13,8,5,5,1,normal,0,8,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali"
567,2015,6,2015-05-14,2,6,6,1,normal,0,2,5,0,HH Pandya,Wankhede Stadium
568,2015,1,2015-05-15,1,5,1,2,normal,1,5,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal"
569,2015,9,2015-05-16,8,9,8,2,normal,0,9,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali"
570,2015,6,2015-05-16,10,6,10,2,normal,0,10,9,0,SR Watson,Brabourne Stadium
571,2015,5,2015-05-17,7,5,5,1,no result,0,10,0,0,,M Chinnaswamy Stadium
572,2015,1,2015-05-17,1,2,1,2,normal,0,2,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal"
573,2015,6,2015-05-19,2,9,2,2,normal,0,2,25,0,KA Pollard,Wankhede Stadium
574,2015,2,2015-05-20,5,10,5,2,normal,0,5,71,0,AB de Villiers,Maharashtra Cricket Association Stadium
575,2015,28,2015-05-22,5,9,9,1,normal,0,9,0,3,A Nehra,JSCA International Stadium Complex
576,2015,7,2015-05-24,2,9,9,1,normal,0,2,41,0,RG Sharma,Eden Gardens
577,2016,6,2016-04-09,2,4,2,2,normal,0,4,0,9,AM Rahane,Wankhede Stadium
578,2016,7,2016-04-10,7,6,6,1,normal,0,6,0,9,AD Russell,Eden Gardens
579,2016,9,2016-04-11,8,3,3,1,normal,0,3,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali"
580,2016,5,2016-04-12,5,1,1,1,normal,0,5,45,0,AB de Villiers,M Chinnaswamy Stadium
581,2016,7,2016-04-13,6,2,2,1,normal,0,2,0,6,RG Sharma,Eden Gardens
582,2016,3,2016-04-14,4,3,4,2,normal,0,3,0,7,AJ Finch,Saurashtra Cricket Association Stadium
583,2016,8,2016-04-15,8,7,7,1,normal,0,7,0,8,A Mishra,Feroz Shah Kotla
584,2016,1,2016-04-16,1,6,1,2,normal,0,6,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal"
585,2016,6,2016-04-16,2,3,3,1,normal,0,3,0,3,AJ Finch,Wankhede Stadium
586,2016,9,2016-04-17,4,8,4,2,normal,0,8,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali"
587,2016,5,2016-04-17,5,7,7,1,normal,0,7,0,7,Q de Kock,M Chinnaswamy Stadium
588,2016,1,2016-04-18,2,1,1,1,normal,0,1,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
589,2016,9,2016-04-19,8,6,6,1,normal,0,6,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali"
590,2016,6,2016-04-20,5,2,2,1,normal,0,2,0,6,RG Sharma,Wankhede Stadium
591,2016,3,2016-04-21,3,1,1,1,normal,0,1,0,10,B Kumar,Saurashtra Cricket Association Stadium
592,2016,2,2016-04-22,5,4,4,1,normal,0,5,13,0,AB de Villiers,Maharashtra Cricket Association Stadium
593,2016,8,2016-04-23,7,2,2,1,normal,0,7,10,0,SV Samson,Feroz Shah Kotla
594,2016,1,2016-04-23,8,1,1,1,normal,0,1,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal"
595,2016,3,2016-04-24,5,3,5,2,normal,0,3,0,6,V Kohli,Saurashtra Cricket Association Stadium
596,2016,2,2016-04-24,4,6,6,1,normal,0,6,0,2,SA Yadav,Maharashtra Cricket Association Stadium
597,2016,9,2016-04-25,2,8,8,1,normal,0,2,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali"
598,2016,1,2016-04-26,1,4,4,1,normal,1,4,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal"
599,2016,8,2016-04-27,3,7,7,1,normal,0,3,1,0,CH Morris,Feroz Shah Kotla
600,2016,6,2016-04-28,6,2,2,1,normal,0,2,0,6,RG Sharma,Wankhede Stadium
601,2016,2,2016-04-29,4,3,3,1,normal,0,3,0,3,DR Smith,Maharashtra Cricket Association Stadium
602,2016,8,2016-04-30,7,6,6,1,normal,0,7,27,0,CR Brathwaite,Feroz Shah Kotla
603,2016,1,2016-04-30,1,5,5,1,normal,0,1,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
604,2016,3,2016-05-01,8,3,3,1,normal,0,8,23,0,AR Patel,Saurashtra Cricket Association Stadium
605,2016,2,2016-05-01,4,2,2,1,normal,0,2,0,8,RG Sharma,Maharashtra Cricket Association Stadium
606,2016,5,2016-05-02,5,6,6,1,normal,0,6,0,5,AD Russell,M Chinnaswamy Stadium
607,2016,3,2016-05-03,3,7,7,1,normal,0,7,0,8,RR Pant,Saurashtra Cricket Association Stadium
608,2016,7,2016-05-04,6,8,8,1,normal,0,6,7,0,AD Russell,Eden Gardens
609,2016,8,2016-05-05,7,4,4,1,normal,0,4,0,7,AM Rahane,Feroz Shah Kotla
610,2016,1,2016-05-06,3,1,1,1,normal,0,1,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal"
611,2016,5,2016-05-07,4,5,5,1,normal,0,5,0,7,V Kohli,M Chinnaswamy Stadium
612,2016,9,2016-05-07,8,7,7,1,normal,0,8,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali"
613,2016,26,2016-05-08,1,2,2,1,normal,0,1,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
614,2016,7,2016-05-08,6,3,3,1,normal,0,3,0,5,P Kumar,Eden Gardens
615,2016,9,2016-05-09,5,8,8,1,normal,0,5,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali"
616,2016,26,2016-05-10,1,4,1,2,normal,0,1,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
617,2016,5,2016-05-11,5,2,2,1,normal,0,2,0,6,KH Pandya,M Chinnaswamy Stadium
618,2016,1,2016-05-12,1,7,7,1,normal,0,7,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal"
619,2016,26,2016-05-13,2,8,2,2,normal,0,8,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
620,2016,5,2016-05-14,5,3,3,1,normal,0,5,144,0,AB de Villiers,M Chinnaswamy Stadium
621,2016,7,2016-05-14,4,6,4,2,normal,1,6,0,8,YK Pathan,Eden Gardens
622,2016,9,2016-05-15,8,1,8,2,normal,0,1,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali"
623,2016,26,2016-05-15,2,7,7,1,normal,0,2,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
624,2016,7,2016-05-16,6,5,5,1,normal,0,5,0,9,V Kohli,Eden Gardens
625,2016,26,2016-05-17,7,4,4,1,normal,1,4,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
626,2016,5,2016-05-18,5,8,8,1,normal,1,5,82,0,V Kohli,M Chinnaswamy Stadium
627,2016,10,2016-05-19,6,3,3,1,normal,0,3,0,6,DR Smith,Green Park
628,2016,27,2016-05-20,1,7,7,1,normal,0,7,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium
629,2016,26,2016-05-21,8,4,8,2,normal,0,4,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
630,2016,10,2016-05-21,2,3,3,1,normal,0,3,0,6,SK Raina,Green Park
631,2016,7,2016-05-22,6,1,1,1,normal,0,6,22,0,YK Pathan,Eden Gardens
632,2016,27,2016-05-22,7,5,5,1,normal,0,5,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium
633,2016,5,2016-05-24,3,5,5,1,normal,0,5,0,4,AB de Villiers,M Chinnaswamy Stadium
634,2016,8,2016-05-25,1,6,6,1,normal,0,1,22,0,MC Henriques,Feroz Shah Kotla
635,2016,8,2016-05-27,3,1,1,1,normal,0,1,0,4,DA Warner,Feroz Shah Kotla
636,2016,5,2016-05-29,1,5,1,2,normal,0,1,8,0,BCJ Cutting,M Chinnaswamy Stadium
7894,2018,6,07/04/18,2,9,9,1,normal,0,9,0,1,DJ Bravo,Wankhede Stadium
7895,2018,32,08/04/18,7,8,8,1,normal,0,8,0,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7896,2018,7,08/04/18,5,6,6,1,normal,0,6,0,4,SP Narine,Eden Gardens
7897,2018,1,09/04/18,10,1,1,1,normal,0,1,0,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal"
7898,2018,12,10/04/18,6,9,9,1,normal,0,9,0,5,SW Billings,"MA Chidambaram Stadium, Chepauk"
7899,2018,11,11/04/18,10,7,7,1,normal,1,10,10,0,SV Samson,Sawai Mansingh Stadium
7900,2018,1,12/04/18,2,1,1,1,normal,0,1,0,1,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal"
7901,2018,5,13/04/18,8,5,5,1,normal,0,5,0,4,UT Yadav,M Chinnaswamy Stadium
7902,2018,6,14/04/18,2,7,7,1,normal,0,7,0,7,JJ Roy,Wankhede Stadium
7903,2018,7,14/04/18,6,1,1,1,normal,0,1,0,5,B Stanlake,Eden Gardens
7904,2018,5,15/04/18,10,5,5,1,normal,0,10,19,0,SV Samson,M Chinnaswamy Stadium
7905,2018,32,15/04/18,8,9,9,1,normal,0,8,4,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7906,2018,7,16/04/18,6,7,7,1,normal,0,6,71,0,N Rana,Eden Gardens
7907,2018,6,17/04/18,2,5,5,1,normal,0,2,46,0,RG Sharma,Wankhede Stadium
7908,2018,11,18/04/18,10,6,6,1,normal,0,6,0,7,N Rana,Sawai Mansingh Stadium
7909,2018,32,19/04/18,8,1,8,2,normal,0,8,15,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali"
7910,2018,2,20/04/18,9,10,10,1,normal,0,9,64,0,SR Watson,Maharashtra Cricket Association Stadium
7911,2018,7,21/04/18,6,8,8,1,normal,1,8,0,9,KL Rahul,Eden Gardens
7912,2018,5,21/04/18,7,5,5,1,normal,0,5,0,6,AB de Villiers,M Chinnaswamy Stadium
7913,2018,1,22/04/18,9,1,1,1,normal,0,9,4,0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal"
7914,2018,11,22/04/18,2,10,2,2,normal,0,10,0,3,J Archer,Sawai Mansingh Stadium
7915,2018,8,23/04/18,8,7,7,1,normal,0,8,4,0,AS Rajpoot,Feroz Shah Kotla
7916,2018,6,24/04/18,1,2,2,1,normal,0,1,31,0,Rashid Khan,Wankhede Stadium
7917,2018,5,25/04/18,5,9,9,1,normal,0,9,0,5,MS Dhoni,M Chinnaswamy Stadium
7918,2018,1,26/04/18,1,8,8,1,normal,0,1,13,0,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal"
7919,2018,8,27/04/18,7,6,6,1,normal,0,7,55,0,SS Iyer,Feroz Shah Kotla
7920,2018,2,28/04/18,9,2,2,1,normal,0,2,0,8,RG Sharma,Maharashtra Cricket Association Stadium
7921,2018,11,29/04/18,1,10,1,2,normal,0,1,11,0,KS Williamson,Sawai Mansingh Stadium
7922,2018,5,29/04/18,5,6,6,1,normal,0,6,0,6,CA Lynn,M Chinnaswamy Stadium
7923,2018,2,30/04/18,9,7,7,1,normal,0,9,13,0,SR Watson,Maharashtra Cricket Association Stadium
7924,2018,5,01/05/18,5,2,2,1,normal,0,5,14,0,TG Southee,M Chinnaswamy Stadium
7925,2018,8,02/05/18,7,10,10,1,normal,1,7,4,0,RR Pant,Feroz Shah Kotla
7926,2018,7,03/05/18,9,6,6,1,normal,0,6,0,6,SP Narine,Eden Gardens
7927,2018,4,04/05/18,8,2,2,1,normal,0,2,0,6,AS Yadav,Holkar Cricket Stadium
7928,2018,2,05/05/18,5,9,9,1,normal,0,9,0,6,RA Jadeja,Maharashtra Cricket Association Stadium
7929,2018,1,05/05/18,7,1,7,2,normal,0,1,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal"
7930,2018,6,06/05/18,2,6,6,1,normal,0,2,13,0,HH Pandya,Wankhede Stadium
7931,2018,4,06/05/18,10,8,8,1,normal,0,8,0,6,M Ur Rahman,Holkar Cricket Stadium
7932,2018,1,07/05/18,1,5,5,1,normal,0,1,5,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal"
7933,2018,11,08/05/18,10,8,10,2,normal,0,10,15,0,JC Buttler,Sawai Mansingh Stadium
7934,2018,7,09/05/18,2,6,6,1,normal,0,2,102,0,Ishan Kishan,Eden Gardens
7935,2018,8,10/05/18,7,1,7,2,normal,0,1,0,9,S Dhawan,Feroz Shah Kotla
7936,2018,11,11/05/18,9,10,9,2,normal,0,10,0,4,JC Buttler,Sawai Mansingh Stadium
7937,2018,4,12/05/18,6,8,8,1,normal,0,6,31,0,SP Narine,Holkar Cricket Stadium
7938,2018,8,12/05/18,7,5,5,1,normal,0,5,0,5,AB de Villiers,Feroz Shah Kotla
7939,2018,2,13/05/18,1,9,9,1,normal,0,9,0,8,AT Rayudu,Maharashtra Cricket Association Stadium
7940,2018,6,13/05/18,2,10,10,1,normal,0,10,0,7,JC Buttler,Wankhede Stadium
7941,2018,4,14/05/18,8,5,5,1,normal,0,5,0,10,UT Yadav,Holkar Cricket Stadium
7942,2018,7,15/05/18,10,6,6,1,normal,0,6,0,6,Kuldeep Yadav,Eden Gardens
7943,2018,6,16/05/18,2,8,8,1,normal,0,2,3,0,JJ Bumrah,Wankhede Stadium
7944,2018,5,17/05/18,5,1,1,1,normal,0,5,14,0,AB de Villiers,M Chinnaswamy Stadium
7945,2018,8,18/05/18,7,9,9,1,normal,0,7,34,0,HV Patel,Feroz Shah Kotla
7946,2018,11,19/05/18,10,5,10,2,normal,0,10,30,0,S Gopal,Sawai Mansingh Stadium
7947,2018,1,19/05/18,1,6,1,2,normal,0,6,0,5,CA Lynn,"Rajiv Gandhi International Stadium, Uppal"
7948,2018,8,20/05/18,7,2,7,2,normal,0,7,11,0,A Mishra,Feroz Shah Kotla
7949,2018,2,20/05/18,8,9,9,1,normal,0,9,0,5,L Ngidi,Maharashtra Cricket Association Stadium
7950,2018,6,22/05/18,1,9,9,1,normal,0,9,0,2,F du Plessis,Wankhede Stadium
7951,2018,7,23/05/18,6,10,10,1,normal,0,6,25,0,AD Russell,Eden Gardens
7952,2018,7,25/05/18,1,6,6,1,normal,0,1,14,0,Rashid Khan,Eden Gardens
7953,2018,6,27/05/18,1,9,9,1,normal,0,9,0,8,SR Watson,Wankhede Stadium
